Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
42066322,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42076337,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42079063,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42079224,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
42079500,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42079787,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42086407,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
42156473,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
42166433,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42176355,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42179041,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42179201,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
42179477,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42179764,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42186425,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
42256528,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
42266439,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42276457,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42278960,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42279237,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
42279396,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42279677,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42286520,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
42356602,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
42366585,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42376603,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42378982,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42379142,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
42379418,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42379699,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42386663,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
42456700,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
42466632,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42476698,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42478971,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42479130,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
42479405,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42479689,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42486884,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
42556810,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
42566873,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42576769,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42578916,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42579205,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
42579482,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42579645,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42586828,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
42656902,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
42666905,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42676848,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42678959,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42679274,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
42679434,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42679720,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42686919,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
42757022,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
42767046,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42776974,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42778976,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42779134,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
42779445,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42779616,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42787043,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
42857140,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
42867125,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42877056,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42878947,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42879106,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
42879382,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42879661,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42887132,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
42957266,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
42967261,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
42977209,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
42978978,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
42979256,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
42979531,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
42979693,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
42987389,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43057338,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43067320,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43077281,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43078891,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43079187,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
43079367,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43079648,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43087395,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43157415,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43167478,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43177459,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43178887,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43179166,00000109,false,Rx,0,8,02,78,01,0E,01,05,FF,3C,
43179441,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43179718,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43187414,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43257546,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43267502,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43277561,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43278887,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43279175,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
43279354,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43279641,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43287561,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43357630,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43367638,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43377571,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43378895,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43379170,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
43379329,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43379612,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43387687,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43457760,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43467693,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43477662,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43479044,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43479319,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
43479598,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43479764,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43487947,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43557838,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43567796,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43577818,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43578907,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43579065,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
43579368,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43579677,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43587851,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43657931,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43667879,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43677900,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43678873,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43679148,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
43679307,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43679585,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43688000,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43758075,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43768060,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43777963,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43778945,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43779104,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
43779378,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43779665,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43788079,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43858116,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43868069,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43878096,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43878847,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43879125,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
43879401,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43879682,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43888135,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
43958208,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
43968275,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
43978181,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
43978825,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
43979103,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
43979378,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
43979537,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
43988366,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44058397,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44068353,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44078257,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44078899,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44079058,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44079333,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44079614,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44088329,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44158412,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44168477,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44178383,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44179025,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44179184,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44179461,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44179747,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44188449,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44258599,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44268553,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44278575,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44279317,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44279602,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44279885,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44280044,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44288524,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44358592,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44368692,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44378652,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44378950,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44379228,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44379504,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44379665,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44388604,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44458687,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44468762,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44478709,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44479010,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44479168,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44479445,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44479733,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44488939,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44558878,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44568939,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44578854,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44579013,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44579290,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44579571,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44579737,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44588905,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44658929,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44668994,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44678801,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44679078,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44679237,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44679514,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44679804,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44688977,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44759098,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44769088,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44778898,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44779064,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44779338,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44779497,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44779774,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44789051,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44859192,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44869140,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44878844,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44879003,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44879279,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44879555,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44879715,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44889221,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
44959282,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
44969264,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
44978850,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
44979011,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
44979286,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
44979563,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
44979722,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
44989455,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45059359,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45069319,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45078797,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45078955,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45079232,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45079507,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45079667,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45089405,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45159470,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45169535,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45178796,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45178955,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45179229,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45179508,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45179793,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45189518,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45259572,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45269609,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45278888,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45279049,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45279323,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45279601,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45279762,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45289596,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45359698,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45369702,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45378841,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45379000,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45379277,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45379553,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45379714,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45389677,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45459777,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45469770,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45478683,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45478984,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45479259,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45479418,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45479819,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45490001,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45559946,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45569899,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45578698,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45578997,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45579272,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45579432,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45579946,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45589911,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45659961,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45670025,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45678706,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45678894,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45679171,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45679446,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45680071,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45690027,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45760108,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45770077,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45778751,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45778925,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45779199,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45779358,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45780208,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45790059,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45860220,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45870171,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45878696,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45878991,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45879148,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45879423,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45880272,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45890270,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
45960316,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
45970382,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
45978700,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
45978998,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
45979157,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
45979434,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
45980396,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
45990466,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
46060513,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
46070468,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
46078761,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
46078928,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
46079204,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
46079480,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
46080487,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
46090546,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
46160517,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
46170524,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
46178675,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
46178975,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
46179134,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
46179409,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
46180611,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
46190519,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
46260624,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
46270642,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
46278750,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
46278923,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
46279197,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
46279473,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
46280779,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
46290722,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
46360776,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
46370734,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
46378708,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
46378890,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
46379167,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
46379442,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
46380850,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
46390817,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
46460918,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
46470839,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
46478706,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
46478893,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
46479170,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
46479445,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
46480978,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
46491028,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
46561000,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
46571044,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
46578698,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
46578881,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
46579156,00000208,false,Rx,0,8,FF,F4,01,F0,00,00,FA,00,
46579431,00000209,false,Rx,0,8,02,05,00,00,00,00,00,00,
46581078,00000102,false,Rx,0,8,02,9A,01,0E,00,C1,49,00,
46590918,00000200,false,Rx,0,8,F0,00,00,00,FA,00,43,B2,
46661116,00000100,false,Rx,0,8,00,00,00,00,B3,01,64,00,
46671021,00000101,false,Rx,0,8,00,FF,3C,00,00,DE,00,00,
46678699,00000108,false,Rx,0,8,01,F4,01,0F,B3,01,00,00,
46678884,00000109,false,Rx,0,8,02,79,01,0E,01,05,FF,3C,
